ID_Venda,Data_Venda,Cliente,Sexo,Idade,Produto,Categoria,Tamanho,Cor,Quantidade,Preço_Unitário,Forma_Pagamento,Estado,Cidade,Vendedor,Canal_Venda,Desconto (%),Avaliação (1-5)
168,2025-12-01,Dr. Vitor Gabriel Nogueira,M,52,Camisa Social,Blusa,M,Rosa,1,238.94,Pix,MG,Uberlândia,Fernanda Lima,Loja Física,20,4
169,2025-04-21,Maria Alice Viana,F,33,Jaqueta Jeans,Casaco,M,Rosa,3,241.27,Cartão Débito,SP,Santos,Lucas Pires,Loja Física,15,5
170,2025-12-19,Clarice Rodrigues,F,21,Blazer Feminino,Casaco,G,Azul,1,235.04,Cartão Débito,BA,Feira de Santana,Renata Souza,Online,5,4
171,2025-12-14,Leandro Rodrigues,F,60,Macacão Longo,Macacão,M,Amarelo,3,243.03,Pix,MG,Belo Horizonte,Fernanda Lima,Online,10,4
172,2025-01-08,Heloísa Nunes,M,44,Camiseta Básica,Blusa,M,Vermelho,3,173.81,Pix,MG,Contagem,Fernanda Lima,Online,15,4
173,2025-07-15,Lucas Gabriel Costela,M,44,Short Jeans,Calça,38,Rosa,1,125.08,Pix,RJ,Niterói,Renata Souza,Loja Física,0,4
174,2025-10-29,Alice Novaes,F,21,Calça Jeans Skinny,Calça,38,Cinza,3,69.67,Dinheiro,BA,Feira de Santana,Juliana Reis,Loja Física,0,5
175,2025-11-11,Mirella Araújo,F,30,Vestido Floral,Vestido,G,Bege,1,169.75,Cartão Crédito,MG,Uberlândia,Juliana Reis,Loja Física,0,5
176,2025-11-03,Lara Cunha,M,37,Vestido Floral,Vestido,M,Rosa,3,130.3,Dinheiro,MG,Uberlândia,Marcos Silva,Online,15,4
177,2025-11-01,Carolina Barros,F,19,Blazer Feminino,Casaco,M,Rosa,2,128.13,Dinheiro,SP,Santos,Renata Souza,Online,5,4
178,2025-08-13,Giovanna da Rosa,M,34,Vestido Floral,Vestido,M,Rosa,2,192.35,Pix,RJ,Niterói,Juliana Reis,Online,20,4
179,2025-06-06,Dr. Vitor Hugo Nascimento,F,22,Saia Plissada,Saia,P,Branco,3,186.54,Cartão Crédito,RJ,Petrópolis,Lucas Pires,Online,0,3
180,2025-12-22,Eloah Cardoso,M,60,Vestido Floral,Vestido,P,Branco,1,104.58,Pix,BA,Feira de Santana,Lucas Pires,Loja Física,0,5
181,2025-04-04,Vinicius Viana,M,29,Camisa Social,Blusa,P,Azul,3,230.45,Cartão Crédito,RS,Caxias do Sul,Lucas Pires,Loja Física,0,4
182,2025-01-10,Sr. Pietro Campos,M,47,Macacão Longo,Macacão,G,Verde,2,116.73,Pix,BA,Salvador,Fernanda Lima,Loja Física,10,4
183,2025-01-04,Amanda Araújo,F,58,Bermuda Cargo,Calça,GG,Azul,1,151.22,Cartão Crédito,BA,Vitória da Conquista,Fernanda Lima,Loja Física,15,4
184,2025-06-15,Anthony da Costa,M,35,Camisa Social,Blusa,G,Amarelo,1,273.6,Cartão Crédito,SP,São Paulo,Lucas Pires,Online,5,5
185,2025-04-07,Lucas Correia,F,43,Macacão Longo,Macacão,G,Azul,1,282.09,Cartão Crédito,MG,Belo Horizonte,Marcos Silva,Loja Física,5,5
186,2025-12-09,Lucas Gabriel Fernandes,M,21,Macacão Longo,Macacão,M,Bege,2,145.86,Cartão Crédito,RJ,Petrópolis,Juliana Reis,Loja Física,0,5
187,2025-07-02,Sr. Otávio Correia,M,49,Saia Plissada,Saia,G,Amarelo,3,149.08,Cartão Débito,MG,Belo Horizonte,Marcos Silva,Online,10,4
188,2025-11-09,Henrique Cavalcanti,F,35,Macacão Longo,Macacão,G,Vermelho,1,242.94,Cartão Débito,MG,Belo Horizonte,Juliana Reis,Loja Física,0,5
189,2025-12-05,Henrique Nascimento,M,24,Saia Plissada,Saia,M,Preto,1,51.2,Cartão Débito,MG,Uberlândia,Lucas Pires,Loja Física,10,4
190,2025-01-24,Srta. Ana Julia Farias,F,56,Short Jeans,Calça,40,Bege,2,75.72,Pix,SP,Campinas,Marcos Silva,Online,20,3
191,2025-01-15,Sra. Nina Costa,F,42,Camisa Social,Blusa,GG,Preto,3,275.18,Cartão Débito,RJ,Petrópolis,Fernanda Lima,Online,20,4
192,2025-04-26,Valentina Barbosa,F,41,Blazer Feminino,Casaco,P,Preto,1,158.57,Dinheiro,BA,Feira de Santana,Fernanda Lima,Online,15,5
193,2025-07-31,Lara Moura,M,39,Vestido Floral,Vestido,M,Preto,1,126.06,Pix,BA,Feira de Santana,Marcos Silva,Online,20,5
194,2025-06-15,Melissa Mendes,F,43,Macacão Longo,Macacão,P,Verde,2,200.7,Dinheiro,RJ,Niterói,Marcos Silva,Online,10,5
195,2025-09-07,Luiza Cavalcanti,F,55,Vestido Floral,Vestido,M,Vermelho,2,254.02,Pix,BA,Feira de Santana,Fernanda Lima,Loja Física,0,5
196,2025-06-17,Dr. Thales da Costa,F,58,Blazer Feminino,Casaco,G,Rosa,2,249.32,Dinheiro,SP,Campinas,Fernanda Lima,Online,15,5
197,2025-07-30,Thomas Silveira,M,52,Camisa Social,Blusa,GG,Preto,2,297.58,Cartão Crédito,BA,Vitória da Conquista,Marcos Silva,Loja Física,15,3
198,2025-09-02,Paulo Teixeira,M,45,Vestido Floral,Vestido,G,Cinza,1,211.65,Cartão Crédito,SP,Santos,Lucas Pires,Loja Física,15,4
199,2025-08-02,Letícia Pinto,M,43,Short Jeans,Calça,40,Bege,3,195.03,Pix,RS,Porto Alegre,Renata Souza,Loja Física,15,4
200,2025-05-16,Dra. Emanuelly Martins,M,37,Camiseta Básica,Blusa,GG,Preto,2,153.89,Dinheiro,SP,São Paulo,Juliana Reis,Loja Física,5,5
201,2025-01-30,Bryan Freitas,M,20,Saia Plissada,Saia,M,Preto,2,230.4,Cartão Crédito,BA,Feira de Santana,Lucas Pires,Online,0,5
202,2025-11-19,Elisa Rezende,M,47,Jaqueta Jeans,Casaco,G,Rosa,3,93.51,Cartão Débito,RJ,Niterói,Juliana Reis,Loja Física,20,4
203,2025-11-28,Natália Nascimento,M,42,Camisa Social,Blusa,GG,Azul,3,203.43,Cartão Crédito,RJ,Niterói,Fernanda Lima,Loja Física,20,4
204,2025-06-27,Luiz Felipe Martins,F,34,Bermuda Cargo,Calça,GG,Preto,3,96.64,Pix,MG,Belo Horizonte,Renata Souza,Online,15,5
205,2025-03-16,Clara Moraes,M,57,Macacão Longo,Macacão,M,Amarelo,1,136.88,Pix,BA,Vitória da Conquista,Lucas Pires,Loja Física,5,4
206,2025-05-05,Joaquim Freitas,M,56,Vestido Floral,Vestido,M,Preto,1,143.23,Cartão Débito,RJ,Petrópolis,Renata Souza,Online,15,4
207,2025-08-23,Pietra Freitas,M,36,Blazer Feminino,Casaco,G,Bege,3,279.69,Cartão Débito,RJ,Petrópolis,Fernanda Lima,Online,5,5
208,2025-12-26,Luiz Henrique da Mota,M,44,Macacão Longo,Macacão,P,Cinza,1,171.05,Pix,RJ,Niterói,Juliana Reis,Online,20,4
209,2025-08-22,Thiago Oliveira,M,28,Bermuda Cargo,Calça,GG,Azul,1,122.92,Pix,MG,Belo Horizonte,Renata Souza,Online,20,5
210,2025-02-17,Sophie Duarte,M,52,Bermuda Cargo,Calça,GG,Preto,2,243.68,Cartão Débito,MG,Contagem,Juliana Reis,Loja Física,0,5
211,2025-11-04,Melissa Rodrigues,F,31,Vestido Floral,Vestido,M,Azul,2,115.6,Pix,SP,Campinas,Marcos Silva,Online,0,3
212,2025-03-21,Bryan Gonçalves,F,38,Jaqueta Jeans,Casaco,P,Rosa,1,192.42,Dinheiro,RS,Caxias do Sul,Marcos Silva,Online,20,5
213,2025-11-25,Olivia Farias,F,26,Short Jeans,Calça,40,Preto,1,290.59,Cartão Débito,BA,Salvador,Fernanda Lima,Online,10,5
214,2025-11-10,Maria Luiza Moura,F,58,Camisa Social,Blusa,GG,Branco,3,208.0,Cartão Crédito,BA,Feira de Santana,Juliana Reis,Online,15,5
215,2025-05-08,Marcela Monteiro,M,22,Saia Plissada,Saia,M,Jeans,2,195.39,Pix,SP,Santos,Juliana Reis,Loja Física,15,5
216,2025-10-19,Dra. Helena Moraes,F,54,Vestido Floral,Vestido,M,Verde,2,256.99,Pix,MG,Contagem,Marcos Silva,Loja Física,20,3
217,2025-09-16,Emanuelly Lima,F,59,Blazer Feminino,Casaco,P,Preto,1,160.22,Dinheiro,SP,Campinas,Fernanda Lima,Online,5,3
218,2025-06-19,Cauã da Mota,M,32,Saia Plissada,Saia,M,Preto,2,216.03,Pix,RJ,Rio de Janeiro,Lucas Pires,Loja Física,15,3
219,2025-05-06,Vinicius Teixeira,M,25,Blazer Feminino,Casaco,P,Branco,3,106.45,Pix,BA,Salvador,Fernanda Lima,Online,0,3
220,2025-08-03,Srta. Caroline da Rosa,F,59,Camisa Social,Blusa,P,Preto,1,128.24,Cartão Débito,MG,Belo Horizonte,Lucas Pires,Loja Física,15,5
221,2025-02-08,Emilly Souza,M,31,Jaqueta Jeans,Casaco,M,Cinza,3,103.16,Cartão Crédito,RJ,Niterói,Lucas Pires,Loja Física,20,5
222,2025-10-24,Caio da Mota,M,59,Macacão Longo,Macacão,G,Vermelho,2,290.71,Cartão Crédito,MG,Belo Horizonte,Fernanda Lima,Online,5,5
223,2025-02-21,João Guilherme da Luz,M,59,Camiseta Básica,Blusa,G,Rosa,3,201.63,Cartão Crédito,RJ,Petrópolis,Fernanda Lima,Online,15,4
224,2025-07-25,Thales Teixeira,F,42,Vestido Floral,Vestido,M,Amarelo,1,181.97,Pix,SP,Campinas,Juliana Reis,Online,10,5
225,2025-12-04,Augusto Barros,F,21,Jaqueta Jeans,Casaco,M,Preto,1,196.74,Pix,SP,Campinas,Renata Souza,Online,5,5
226,2025-03-08,Samuel Costela,F,35,Short Jeans,Calça,38,Vermelho,3,150.47,Cartão Crédito,RS,Pelotas,Marcos Silva,Loja Física,20,5
227,2025-05-22,Ana Lívia Alves,F,21,Vestido Floral,Vestido,P,Bege,2,147.58,Cartão Débito,SP,Campinas,Lucas Pires,Online,15,3
228,2025-12-13,Lucas Rocha,F,18,Macacão Longo,Macacão,G,Azul,2,216.42,Cartão Débito,RJ,Rio de Janeiro,Juliana Reis,Online,0,5
229,2025-05-05,Sr. Benjamin Fernandes,F,39,Calça Jeans Skinny,Calça,38,Cinza,1,237.34,Pix,MG,Contagem,Marcos Silva,Loja Física,0,4
230,2025-02-03,Ana Sophia Campos,F,41,Macacão Longo,Macacão,G,Preto,2,163.7,Cartão Débito,MG,Belo Horizonte,Marcos Silva,Loja Física,15,5
231,2025-11-07,Ana Julia Barros,M,41,Bermuda Cargo,Calça,M,Bege,1,60.91,Pix,SP,São Paulo,Fernanda Lima,Loja Física,0,5
232,2025-09-22,Miguel Jesus,M,25,Camiseta Básica,Blusa,GG,Rosa,2,111.97,Pix,MG,Uberlândia,Lucas Pires,Loja Física,0,4
233,2025-11-06,Cauã Peixoto,F,53,Short Jeans,Calça,36,Vermelho,1,269.15,Pix,MG,Uberlândia,Lucas Pires,Online,10,4
234,2025-12-24,Vitória das Neves,F,27,Macacão Longo,Macacão,M,Amarelo,1,165.88,Cartão Crédito,RS,Caxias do Sul,Juliana Reis,Loja Física,5,4
235,2025-06-26,Isis Porto,F,31,Saia Plissada,Saia,G,Azul,2,50.27,Pix,BA,Vitória da Conquista,Fernanda Lima,Online,10,4
236,2025-05-29,Fernanda Pereira,M,47,Camiseta Básica,Blusa,M,Verde,1,60.88,Cartão Crédito,RJ,Petrópolis,Renata Souza,Loja Física,15,5
237,2025-06-18,Mariane Caldeira,M,38,Camisa Social,Blusa,P,Amarelo,3,65.47,Pix,RJ,Rio de Janeiro,Marcos Silva,Online,10,4
238,2025-09-28,Srta. Sophie da Rocha,F,28,Vestido Floral,Vestido,P,Rosa,1,244.88,Pix,RS,Porto Alegre,Juliana Reis,Online,5,4
239,2025-04-05,Francisco Cardoso,F,37,Short Jeans,Calça,38,Rosa,2,126.98,Pix,MG,Belo Horizonte,Lucas Pires,Loja Física,0,5
240,2025-12-12,Davi Vieira,F,37,Saia Plissada,Saia,P,Preto,3,111.95,Dinheiro,MG,Uberlândia,Fernanda Lima,Loja Física,20,5
241,2025-02-26,Alexandre Oliveira,F,21,Blazer Feminino,Casaco,G,Bege,1,73.58,Cartão Débito,SP,São Paulo,Fernanda Lima,Loja Física,0,5
242,2025-07-20,Dra. Lorena Gonçalves,F,59,Saia Plissada,Saia,G,Preto,3,196.43,Pix,SP,São Paulo,Fernanda Lima,Loja Física,0,5
243,2025-03-05,Gustavo Henrique Gomes,M,19,Saia Plissada,Saia,P,Azul,2,62.56,Pix,RS,Caxias do Sul,Juliana Reis,Loja Física,15,4
244,2025-05-27,Ana Julia Dias,F,59,Jaqueta Jeans,Casaco,M,Verde,2,270.76,Dinheiro,SP,Santos,Juliana Reis,Online,20,5
245,2025-11-23,Yuri da Paz,F,58,Blazer Feminino,Casaco,P,Preto,2,145.65,Pix,BA,Salvador,Lucas Pires,Online,20,5
246,2025-06-27,Marcelo das Neves,M,35,Saia Plissada,Saia,M,Bege,2,135.91,Cartão Débito,RS,Pelotas,Lucas Pires,Online,10,5
247,2025-11-01,Gabriel da Conceição,F,33,Camiseta Básica,Blusa,G,Azul,2,182.26,Cartão Débito,RS,Porto Alegre,Marcos Silva,Loja Física,5,5
248,2025-04-28,Davi Luiz Lima,M,40,Vestido Floral,Vestido,G,Vermelho,2,283.7,Pix,RJ,Rio de Janeiro,Lucas Pires,Online,5,5
249,2025-12-17,Dra. Esther Pires,F,49,Macacão Longo,Macacão,P,Amarelo,1,259.07,Cartão Crédito,BA,Vitória da Conquista,Lucas Pires,Loja Física,10,4
250,2025-05-24,Olivia Jesus,M,29,Vestido Floral,Vestido,P,Bege,2,50.07,Dinheiro,RS,Porto Alegre,Lucas Pires,Loja Física,5,3
251,2025-11-03,Emanuelly Santos,F,39,Jaqueta Jeans,Casaco,P,Bege,2,290.04,Dinheiro,MG,Contagem,Marcos Silva,Loja Física,15,5
252,2025-12-31,Laura Cardoso,M,32,Camisa Social,Blusa,GG,Cinza,1,226.7,Pix,RS,Pelotas,Fernanda Lima,Online,20,4
253,2025-01-14,Leandro Martins,F,29,Calça Jeans Skinny,Calça,38,Branco,3,50.35,Pix,RS,Caxias do Sul,Marcos Silva,Loja Física,20,5
254,2025-02-26,Antônio Carvalho,F,58,Bermuda Cargo,Calça,G,Branco,2,236.24,Cartão Crédito,RJ,Niterói,Marcos Silva,Online,10,3
255,2025-03-25,Maria Julia Aragão,F,42,Vestido Floral,Vestido,P,Preto,2,114.06,Pix,SP,Santos,Juliana Reis,Loja Física,0,5
256,2025-08-11,Emanuelly Barbosa,F,46,Blazer Feminino,Casaco,M,Cinza,3,143.74,Cartão Crédito,BA,Vitória da Conquista,Lucas Pires,Online,5,3
257,2025-01-16,Lucas Silveira,F,39,Calça Jeans Skinny,Calça,36,Preto,2,92.43,Pix,BA,Salvador,Renata Souza,Online,0,5
258,2025-06-15,Emilly da Mata,F,44,Camisa Social,Blusa,M,Amarelo,2,89.18,Pix,SP,Campinas,Renata Souza,Online,5,5
259,2025-08-28,Maysa Rodrigues,F,41,Calça Jeans Skinny,Calça,38,Preto,1,148.13,Cartão Crédito,RS,Caxias do Sul,Juliana Reis,Loja Física,5,4
260,2025-02-06,Isabel Oliveira,F,48,Macacão Longo,Macacão,M,Rosa,1,56.33,Cartão Crédito,RJ,Petrópolis,Marcos Silva,Online,10,4
261,2025-12-01,Sr. Davi Lucca Melo,M,20,Calça Jeans Skinny,Calça,36,Bege,2,96.12,Dinheiro,BA,Feira de Santana,Juliana Reis,Online,5,4
262,2025-10-25,Sra. Esther Nunes,M,55,Calça Jeans Skinny,Calça,36,Branco,3,216.77,Cartão Débito,SP,Santos,Renata Souza,Loja Física,10,5
263,2025-12-20,Alícia Ramos,M,37,Short Jeans,Calça,38,Bege,3,266.62,Cartão Crédito,BA,Vitória da Conquista,Juliana Reis,Loja Física,5,5
264,2025-12-07,Dr. Igor Correia,F,30,Short Jeans,Calça,40,Amarelo,1,79.97,Cartão Débito,BA,Salvador,Lucas Pires,Online,5,3
265,2025-02-21,Maitê Almeida,M,53,Camisa Social,Blusa,M,Branco,3,114.37,Dinheiro,SP,São Paulo,Marcos Silva,Online,15,5
266,2025-02-09,Letícia Oliveira,F,24,Camiseta Básica,Blusa,GG,Preto,2,87.31,Pix,RS,Pelotas,Lucas Pires,Online,20,5
267,2025-01-06,Luiz Henrique Moreira,F,29,Saia Plissada,Saia,M,Verde,2,213.6,Dinheiro,RS,Pelotas,Juliana Reis,Loja Física,15,5
268,2025-11-17,Marina Pires,M,41,Camisa Social,Blusa,P,Vermelho,2,222.53,Cartão Crédito,SP,Santos,Marcos Silva,Online,15,4
269,2025-06-07,Emanuel Fogaça,M,56,Blazer Feminino,Casaco,G,Preto,1,83.5,Cartão Crédito,BA,Feira de Santana,Fernanda Lima,Online,10,4
270,2025-01-29,Gustavo Henrique Pires,M,50,Camisa Social,Blusa,GG,Bege,2,255.15,Pix,RS,Porto Alegre,Fernanda Lima,Loja Física,0,4
271,2025-03-08,Sra. Ana Vitória Araújo,M,41,Vestido Floral,Vestido,P,Rosa,1,164.01,Pix,MG,Contagem,Renata Souza,Online,5,5
272,2025-05-29,Yasmin Duarte,M,55,Bermuda Cargo,Calça,GG,Azul,1,143.02,Pix,RS,Caxias do Sul,Marcos Silva,Online,5,3
273,2025-05-04,Henrique Vieira,F,59,Calça Jeans Skinny,Calça,36,Verde,1,146.54,Cartão Débito,RJ,Petrópolis,Fernanda Lima,Online,5,5
274,2025-07-28,Júlia Carvalho,F,34,Short Jeans,Calça,36,Azul,2,277.78,Pix,RJ,Petrópolis,Marcos Silva,Online,0,4
275,2025-03-18,Lucas Gabriel Costa,M,55,Camisa Social,Blusa,G,Jeans,2,104.45,Cartão Crédito,MG,Contagem,Lucas Pires,Online,20,5
276,2025-05-10,Luiz Felipe Gonçalves,M,58,Macacão Longo,Macacão,G,Verde,2,221.0,Dinheiro,BA,Salvador,Marcos Silva,Online,10,5
277,2025-04-06,Sra. Kamilly Rocha,M,26,Calça Jeans Skinny,Calça,38,Branco,3,241.27,Cartão Crédito,SP,Santos,Juliana Reis,Online,15,4
278,2025-11-16,Lorenzo Vieira,F,52,Camisa Social,Blusa,GG,Vermelho,3,58.73,Pix,RS,Porto Alegre,Marcos Silva,Online,10,5
279,2025-07-25,Caroline Silva,F,39,Short Jeans,Calça,36,Verde,1,167.6,Cartão Crédito,MG,Contagem,Fernanda Lima,Online,20,4
280,2025-05-26,Bernardo Freitas,M,21,Calça Jeans Skinny,Calça,42,Cinza,2,115.04,Pix,MG,Uberlândia,Renata Souza,Loja Física,0,4
281,2025-08-20,Heloísa Santos,F,26,Vestido Floral,Vestido,G,Preto,3,145.32,Cartão Débito,MG,Uberlândia,Marcos Silva,Online,0,5
282,2025-03-13,Gustavo Henrique Jesus,F,38,Blazer Feminino,Casaco,P,Cinza,3,94.99,Cartão Crédito,SP,Campinas,Lucas Pires,Online,10,4
283,2025-07-05,Maria Luiza Rodrigues,M,58,Jaqueta Jeans,Casaco,G,Branco,2,246.2,Pix,SP,São Paulo,Juliana Reis,Online,20,5
284,2025-06-01,Levi Teixeira,F,19,Camisa Social,Blusa,P,Azul,3,99.75,Cartão Crédito,MG,Belo Horizonte,Fernanda Lima,Loja Física,10,5
285,2025-06-11,Dr. Marcos Vinicius Viana,F,20,Saia Plissada,Saia,M,Branco,1,145.79,Dinheiro,RS,Caxias do Sul,Marcos Silva,Online,5,5
286,2025-03-22,Giovanna da Mota,M,30,Macacão Longo,Macacão,G,Cinza,2,271.89,Cartão Débito,RJ,Niterói,Juliana Reis,Loja Física,15,4
287,2025-09-24,Murilo Nogueira,M,58,Jaqueta Jeans,Casaco,P,Azul,3,176.06,Dinheiro,SP,Campinas,Renata Souza,Loja Física,0,5
288,2025-08-25,Amanda Lopes,F,53,Camiseta Básica,Blusa,P,Azul,1,222.34,Dinheiro,BA,Feira de Santana,Juliana Reis,Loja Física,15,4
289,2025-03-23,Rafaela Nascimento,F,44,Camiseta Básica,Blusa,G,Vermelho,3,75.14,Cartão Crédito,RS,Caxias do Sul,Renata Souza,Loja Física,20,4
290,2025-05-23,Vitória da Costa,M,44,Bermuda Cargo,Calça,G,Rosa,3,99.84,Dinheiro,MG,Contagem,Fernanda Lima,Loja Física,5,5
291,2025-07-02,Cauê Santos,F,54,Vestido Floral,Vestido,G,Jeans,2,108.53,Pix,SP,Santos,Fernanda Lima,Loja Física,0,5
292,2025-12-19,Sr. Leonardo Castro,M,21,Bermuda Cargo,Calça,GG,Preto,2,210.98,Cartão Crédito,BA,Feira de Santana,Fernanda Lima,Loja Física,10,5
293,2025-03-21,Alana da Conceição,F,60,Saia Plissada,Saia,G,Cinza,2,234.54,Cartão Débito,SP,São Paulo,Marcos Silva,Online,0,5
294,2025-06-22,Brenda Cardoso,M,47,Macacão Longo,Macacão,M,Preto,2,253.64,Dinheiro,RJ,Rio de Janeiro,Juliana Reis,Online,15,5
295,2025-05-12,Joaquim Novaes,M,54,Jaqueta Jeans,Casaco,P,Branco,3,231.5,Pix,RJ,Rio de Janeiro,Fernanda Lima,Online,15,5
296,2025-12-18,Isaac Teixeira,F,22,Macacão Longo,Macacão,P,Branco,2,280.0,Dinheiro,SP,Campinas,Marcos Silva,Loja Física,15,5
297,2025-03-20,Dr. Marcelo Azevedo,F,45,Short Jeans,Calça,40,Amarelo,3,191.15,Cartão Débito,MG,Contagem,Juliana Reis,Online,20,5
298,2025-06-13,Erick Gomes,M,28,Camisa Social,Blusa,M,Bege,3,63.54,Cartão Crédito,RJ,Petrópolis,Juliana Reis,Online,15,4
299,2025-10-10,Srta. Larissa Castro,F,47,Calça Jeans Skinny,Calça,36,Bege,1,187.52,Pix,BA,Feira de Santana,Renata Souza,Online,5,3
300,2025-06-14,Rafaela Castro,M,20,Blazer Feminino,Casaco,M,Cinza,1,295.07,Pix,SP,São Paulo,Renata Souza,Loja Física,15,5
301,2025-04-16,Ryan Jesus,F,32,Macacão Longo,Macacão,G,Verde,3,190.48,Pix,BA,Feira de Santana,Marcos Silva,Online,10,5
302,2025-01-29,Augusto Martins,M,58,Saia Plissada,Saia,G,Jeans,1,74.26,Dinheiro,RJ,Rio de Janeiro,Renata Souza,Online,10,5
303,2025-08-30,Gustavo Moraes,F,30,Camiseta Básica,Blusa,M,Jeans,1,255.36,Cartão Crédito,BA,Salvador,Juliana Reis,Loja Física,10,4
304,2025-06-11,Bianca Farias,F,46,Vestido Floral,Vestido,G,Cinza,1,239.19,Pix,SP,Santos,Renata Souza,Loja Física,20,5
305,2025-11-24,Maria Fernanda da Mata,F,26,Camiseta Básica,Blusa,P,Bege,2,259.6,Cartão Crédito,BA,Vitória da Conquista,Juliana Reis,Online,5,5
306,2025-11-26,Bruno Nascimento,M,46,Camisa Social,Blusa,GG,Amarelo,3,240.49,Cartão Débito,MG,Uberlândia,Fernanda Lima,Online,10,5
307,2025-05-04,Eduarda Sales,F,31,Short Jeans,Calça,38,Bege,2,227.87,Pix,RS,Pelotas,Marcos Silva,Online,5,5
308,2025-03-14,Bianca Dias,M,53,Jaqueta Jeans,Casaco,G,Branco,3,185.52,Pix,MG,Contagem,Renata Souza,Online,0,5
309,2025-12-16,Eloah Ramos,F,60,Short Jeans,Calça,38,Vermelho,1,180.58,Cartão Crédito,SP,Campinas,Fernanda Lima,Online,5,5
310,2025-08-27,Alana Rezende,F,40,Jaqueta Jeans,Casaco,M,Verde,1,259.75,Pix,MG,Belo Horizonte,Lucas Pires,Loja Física,20,5
311,2025-08-23,Renan Viana,M,42,Short Jeans,Calça,38,Rosa,3,245.98,Pix,MG,Contagem,Marcos Silva,Loja Física,0,3
312,2025-11-29,Leonardo Monteiro,F,30,Calça Jeans Skinny,Calça,38,Amarelo,2,257.4,Dinheiro,MG,Contagem,Juliana Reis,Loja Física,20,5
313,2025-10-16,Pedro Miguel Pereira,M,53,Bermuda Cargo,Calça,M,Branco,3,178.36,Dinheiro,BA,Salvador,Fernanda Lima,Loja Física,15,5
314,2025-12-15,Lorenzo Jesus,M,56,Calça Jeans Skinny,Calça,36,Cinza,2,227.32,Cartão Crédito,RJ,Rio de Janeiro,Renata Souza,Online,5,4
315,2025-02-19,Luana Cavalcanti,F,51,Macacão Longo,Macacão,G,Cinza,1,245.91,Cartão Crédito,MG,Contagem,Renata Souza,Loja Física,5,4
316,2025-08-04,Maria Julia Moraes,M,41,Short Jeans,Calça,38,Preto,2,105.2,Dinheiro,RJ,Petrópolis,Fernanda Lima,Online,10,5
317,2025-04-13,Samuel Gonçalves,F,38,Camiseta Básica,Blusa,P,Cinza,2,109.99,Pix,RS,Pelotas,Lucas Pires,Online,5,4
318,2025-03-01,Julia Freitas,F,36,Calça Jeans Skinny,Calça,36,Bege,2,178.48,Cartão Débito,RS,Caxias do Sul,Marcos Silva,Loja Física,15,5
319,2025-11-25,Nina Barros,M,24,Jaqueta Jeans,Casaco,G,Bege,1,206.63,Cartão Débito,RJ,Petrópolis,Renata Souza,Online,5,5
320,2025-01-09,Sofia Sales,F,21,Bermuda Cargo,Calça,GG,Branco,1,164.71,Cartão Débito,MG,Belo Horizonte,Marcos Silva,Loja Física,0,5
321,2025-05-14,Yago Dias,F,42,Vestido Floral,Vestido,M,Vermelho,2,162.68,Cartão Crédito,BA,Feira de Santana,Renata Souza,Loja Física,10,5
322,2025-03-18,Sr. Pedro Miguel da Mota,F,36,Macacão Longo,Macacão,P,Amarelo,1,225.12,Dinheiro,SP,Campinas,Renata Souza,Loja Física,20,4
323,2025-11-09,Renan Cunha,F,43,Blazer Feminino,Casaco,M,Vermelho,3,57.6,Pix,RJ,Petrópolis,Marcos Silva,Loja Física,5,4
324,2025-07-18,Pedro Lucas Barbosa,M,52,Saia Plissada,Saia,P,Bege,3,85.24,Pix,SP,São Paulo,Lucas Pires,Online,20,4
325,2025-03-26,Alícia Moreira,F,57,Saia Plissada,Saia,P,Vermelho,3,262.76,Dinheiro,RJ,Rio de Janeiro,Fernanda Lima,Loja Física,5,4
326,2025-09-16,Bryan Gonçalves,M,24,Macacão Longo,Macacão,P,Bege,2,211.07,Cartão Débito,SP,Campinas,Renata Souza,Online,0,5
327,2025-11-19,Sra. Camila da Paz,M,46,Saia Plissada,Saia,P,Rosa,1,121.18,Dinheiro,SP,São Paulo,Renata Souza,Online,10,5
328,2025-11-05,Isabelly Souza,M,33,Jaqueta Jeans,Casaco,G,Amarelo,2,251.82,Cartão Débito,BA,Salvador,Juliana Reis,Online,0,5
329,2025-03-06,Davi Luiz Fernandes,F,29,Jaqueta Jeans,Casaco,G,Cinza,2,165.61,Pix,MG,Uberlândia,Lucas Pires,Online,15,5
330,2025-11-07,Evelyn Mendes,F,50,Jaqueta Jeans,Casaco,G,Rosa,2,233.29,Cartão Crédito,SP,Santos,Renata Souza,Online,0,5
331,2025-06-10,Lucas Gabriel Cardoso,M,43,Vestido Floral,Vestido,P,Bege,2,185.77,Cartão Débito,RS,Caxias do Sul,Renata Souza,Online,5,3
332,2025-10-08,Renan Novaes,F,50,Short Jeans,Calça,40,Preto,2,140.87,Cartão Débito,SP,Santos,Juliana Reis,Loja Física,5,4
333,2025-01-09,Isabelly Carvalho,M,32,Macacão Longo,Macacão,G,Branco,3,232.9,Cartão Crédito,MG,Belo Horizonte,Marcos Silva,Online,5,4
334,2025-09-02,Alana Ferreira,M,24,Vestido Floral,Vestido,G,Cinza,2,167.32,Pix,BA,Salvador,Marcos Silva,Online,0,5
335,2025-09-30,Lorenzo Moura,M,42,Macacão Longo,Macacão,P,Vermelho,3,144.53,Cartão Débito,RS,Pelotas,Renata Souza,Online,0,4
